idvotacao;deputado_id;voto;deputado_nome;deputado_siglapartido;deputado_siglauf
2611717-38;153423;Sim;Renilce Nicodemos;MDB;PA
2611717-38;73801;Sim;Renildo Calheiros;PCDOB;PE
2611717-38;235088;Sim;Ribeiro Neto;PRD;MA
2611717-38;221329;Sim;Ricardo Abrão;UNIÃO;RJ
2611717-38;220543;Sim;Ricardo Ayres;REPUBLICANOS;TO
2611717-38;73788;Sim;Ricardo Barros;PP;PR
2611717-38;234310;Sim;Ricardo Galvão;REDE;SP
2611717-38;204362;Não;Ricardo Guidi;PL;SC
2611717-38;220694;Sim;Ricardo Maia;MDB;BA
2611717-38;220633;Não;Ricardo Salles;NOVO;SP
2611717-38;204489;Sim;Robério Monteiro;PDT;CE
2611717-38;220588;Sim;Roberto Duarte;REPUBLICANOS;AC
2611717-38;220613;Sim;Roberto Monteiro Pai;PL;RJ
2611717-38;220624;Sim;Robinson Faria;PP;RN
2611717-38;220546;Não;Rodolfo Nogueira;PL;MS
2611717-38;230767;Não;Rodrigo da Zaeli;PL;MT
2611717-38;141531;Sim;Rodrigo de Castro;UNIÃO;MG
2611717-38;223128;Sim;Rodrigo Estacho;PSD;PR
2611717-38;220641;Sim;Rodrigo Gambale;PODE;SP
2611717-38;165470;Não;Rodrigo Valadares;UNIÃO;SE
2611717-38;204480;Sim;Rogério Correia;PT;MG
2611717-38;160629;Sim;Romero Rodrigues;PODE;PB
2611717-38;178945;Sim;Rosangela Gomes;REPUBLICANOS;RJ
2611717-38;220644;Não;Rosangela Moro;UNIÃO;SP
2611717-38;220620;Sim;Rosângela Reis;PL;MG
2611717-38;178887;Sim;Rubens Pereira Júnior;PT;MA
2611717-38;73604;Sim;Rui Falcão;PT;SP
2611717-38;160635;Sim;Ruy Carneiro;PODE;PB
2611717-38;204535;Sim;Sâmia Bomfim;PSOL;SP
2611717-38;220631;Sim;Samuel Viana;REPUBLICANOS;MG
2611717-38;204416;Não;Sanderson;PL;RS
2611717-38;204387;Não;Sargento Fahur;PL;PR
2611717-38;220621;Não;Sargento Gonçalves;PL;RN
2611717-38;220618;Sim;Sargento Portugal;PODE;RJ
2611717-38;220713;Sim;Saullo Vianna;MDB;AM
2611717-38;73808;Sim;Sérgio Brito;PSD;BA
2611717-38;178933;Sim;Sergio Souza;MDB;PR
2611717-38;204557;Sim;Sidney Leite;PSD;AM
2611717-38;74356;Sim;Silas Câmara;REPUBLICANOS;AM
2611717-38;227310;Sim;Silvio Antonio;PL;MA
2611717-38;222565;Não;Soldado Noelio;UNIÃO;CE
2611717-38;204534;Não;Tabata Amaral;PSB;SP
2611717-38;220682;Sim;Tadeu Veneri;PT;PR
2611717-38;220598;Sim;Tarcísio Motta;PSOL;RJ
2611717-38;220560;Não;Thiago de Joaldo;PP;SE
2611717-38;220597;Não;Thiago Flores;REPUBLICANOS;RO
2611717-38;220684;Sim;Tião Medeiros;PP;PR
2611717-38;160976;Sim;Tiririca;PSD;SP
2611717-38;178934;Sim;Toninho Wandscheer;PP;PR
2611717-38;160610;Sim;Valmir Assunção;PT;BA
2611717-38;74376;Sim;Vander Loubet;PT;MS
2611717-38;234673;Sim;Vanderlan Alves;SOLIDARIEDADE;CE
2611717-38;204396;Sim;Vermelho;PP;PR
2611717-38;74283;Sim;Vicentinho;PT;SP
2611717-38;141555;Sim;Vinicius Carvalho;PL;SP
2611717-38;178992;Não;Vitor Lippi;PSD;SP
2611717-38;91228;Sim;Waldemar Oliveira;AVANTE;PE
2611717-38;160569;Sim;Waldenor Pereira;PT;BA
2611717-38;160518;Sim;Weliton Prado;SOLIDARIEDADE;MG
2611717-38;224333;Sim;Welter;PT;PR
2611717-38;230768;Sim;Zé Adriano;PP;AC
2611717-38;204559;Sim;Zé Neto;PT;BA
2611717-38;160632;Sim;Zé Silva;SOLIDARIEDADE;MG
2611717-38;220558;Não;Zé Trovão;PL;SC
2611717-38;160592;Sim;Zeca Dirceu;PT;PR
2611717-38;220592;Sim;Zezinho Barbary;PP;AC
2611717-38;220552;Não;Zucco;PL;RS
2617164-10;204379;Não;Acácio Favacho;MDB;AP
2617164-10;220714;Não;Adail Filho;MDB;AM
2617164-10;221328;Não;Adilson Barroso;PL;SP
2617164-10;204528;Não;Adriana Ventura;NOVO;SP
2617164-10;121948;Não;Adriano do Baldy;PP;GO
2617164-10;74646;Não;Aécio Neves;PSDB;MG
2617164-10;160508;Sim;Afonso Florence;PT;BA
2617164-10;136811;Não;Afonso Hamm;PP;RS
2617164-10;178835;Sim;Afonso Motta;PDT;RS
2617164-10;160527;Não;Aguinaldo Ribeiro;PP;PB
2617164-10;204495;Sim;Airton Faleiro;PT;PA
2617164-10;204549;Não;AJ Albuquerque;PP;CE
2617164-10;73579;Não;Alberto Fraga;PL;DF
2617164-10;220538;Sim;Albuquerque;REPUBLICANOS;RR
2617164-10;160559;Não;Alceu Moreira;MDB;RS
2617164-10;204501;Sim;Alencar Santana;PT;SP
2617164-10;220542;Não;Alexandre Guimarães;MDB;TO
2617164-10;160545;Não;Alexandre Leite;UNIÃO;SP
2617164-10;220554;Sim;Alexandre Lindenmeyer;PT;RS
2617164-10;221148;Sim;Alfredinho;PT;SP
2617164-10;220576;Sim;Alfredo Gaspar;PL;AL
2617164-10;74057;Sim;Alice Portugal;PCDOB;BA
2617164-10;204353;Não;Aline Gurgel;UNIÃO;AP
2617164-10;178881;Sim;Aluisio Mendes;REPUBLICANOS;MA
2617164-10;204356;Não;Amaro Neto;PP;ES
2617164-10;220556;Sim;Ana Paula Lima;PT;SC
2617164-10;220632;Sim;Ana Pimentel;PT;MG
2617164-10;220657;Não;André Fernandes;PL;CE
2617164-10;204423;Não;André Ferreira;PL;PE
2617164-10;133439;Sim;André Figueiredo;PDT;CE
2617164-10;204515;Sim;André Janones;REDE;MG
2617164-10;123756;Não;Antônia Lúcia;MDB;AC
2617164-10;220544;Não;Antonio Andrade;PSDB;TO
2617164-10;220638;Sim;Antonio Carlos Rodrigues;PL;SP
2617164-10;220675;Não;Antônio Doido;MDB;PA
2617164-10;220549;Não;Any Ortiz;PP;RS
2617164-10;73433;Sim;Arlindo Chinaglia;PT;SP
2617164-10;141391;Não;Arnaldo Jardim;CIDADANIA;SP
2617164-10;160600;Não;Arthur Oliveira Maia;UNIÃO;BA
2617164-10;74090;Não;Átila Lins;PSD;AM
2617164-10;123086;Não;Átila Lira;PP;PI
2617164-10;160665;Sim;Augusto Coutinho;REPUBLICANOS;PE
2617164-10;69871;Sim;Bacelar;PV;BA
2617164-10;220605;Sim;Bandeira de Mello;PV;RJ
2617164-10;220612;Não;Bebeto;PP;RJ
2617164-10;73701;Sim;Benedita da Silva;PT;RJ
2617164-10;109429;Não;Benes Leocádio;UNIÃO;RN
2617164-10;204358;Sim;Beto Pereira;REPUBLICANOS;MS
2617164-10;220698;Não;Beto Preto;PSD;PR
2617164-10;220683;Não;Beto Richa;PSDB;PR
2617164-10;204388;Não;Bibo Nunes;PL;RS
2617164-10;160538;Sim;Bohn Gass;PT;RS
2617164-10;220635;Não;Bruno Ganem;PODE;SP
2617164-10;220574;Não;Cabo Gilberto Silva;PL;PB
2617164-10;220548;Sim;Camila Jara;PT;MS
2617164-10;204572;Não;Capitão Alberto Neto;PL;AM
2617164-10;220690;Não;Capitão Alden;PL;BA
2617164-10;178829;Não;Capitão Augusto;PL;SP
2617164-10;213762;Não;Carla Dickson;PL;RN
2617164-10;178962;Sim;Carlos Gomes;REPUBLICANOS;RS
2617164-10;178993;Sim;Carlos Henrique Gaguim;UNIÃO;TO
2617164-10;204460;Não;Carlos Jordy;PL;RJ
2617164-10;74262;Não;Carlos Sampaio;PSD;SP
2617164-10;204426;Sim;Carlos Veras;PT;PE
2617164-10;206018;Sim;Célia Xakriabá;PSOL;MG
2617164-10;178876;Não;Célio Silveira;MDB;GO
2617164-10;73441;Sim;Celso Russomanno;REPUBLICANOS;SP
2617164-10;204504;Não;Cezinha de Madureira;PL;SP
2617164-10;205476;Não;Charles Fernandes;PSD;BA
2617164-10;74171;Sim;Chico Alencar;PSOL;RJ
2617164-10;204462;Não;Chris Tonietto;PL;RJ
2617164-10;220665;Não;Clarissa Tércio;PP;PE
2617164-10;74537;Não;Claudio Cajado;PP;BA
2617164-10;141408;Não;Cleber Verde;MDB;MA
2617164-10;88256;Sim;Clodoaldo Magalhães;PV;PE
2617164-10;98148;Não;Cobalchini;MDB;SC
2617164-10;220594;Não;Coronel Assis;PL;MT
2617164-10;204378;Não;Coronel Chrisóstomo;PL;RO
2617164-10;220595;Não;Coronel Fernanda;PL;MT
2617164-10;220666;Não;Coronel Meira;PL;PE
2617164-10;220590;Não;Coronel Ulysses;UNIÃO;AC
2617164-10;220608;Não;Cristiane Lopes;PODE;RO
2617164-10;204355;Não;Da Vitoria;PP;ES
2617164-10;220555;Sim;Daiana Santos;PCDOB;RS
2617164-10;74467;Não;Damião Feliciano;UNIÃO;PB
2617164-10;220629;Sim;Dandara;PT;MG
2617164-10;220603;Não;Dani Cunha;PL;RJ
2617164-10;220571;Não;Daniel Agrobom;PSD;GO
2617164-10;74060;Sim;Daniel Almeida;PCDOB;BA
2617164-10;220582;Não;Daniel Barbosa;PP;AL
2617164-10;204409;Não;Daniel Trzeciak;PSDB;RS
2617164-10;204459;Sim;Daniela do Waguinho;REPUBLICANOS;RJ
2617164-10;220557;Não;Daniela Reinehr;PL;SC
2617164-10;62881;Não;Danilo Forte;PP;CE
2617164-10;160552;Não;Danrlei de Deus Hinterholz;PSD;RS
2617164-10;220539;Não;Defensor Stélio Dener;UNIÃO;RR
2617164-10;220565;Sim;Delegada Adriana Accorsi;PT;GO
2617164-10;220625;Não;Delegada Ione;AVANTE;MG
2617164-10;220561;Não;Delegada Katarina;PSD;SE
2617164-10;220673;Não;Delegado Caveira;PL;PA
2617164-10;220649;Não;Delegado da Cunha;UNIÃO;SP
2617164-10;178908;Não;Delegado Éder Mauro;PL;PA
2617164-10;220583;Não;Delegado Fabio Costa;PP;AL
2617164-10;204512;Não;Delegado Marcelo Freitas;UNIÃO;MG
2617164-10;220701;Não;Delegado Matheus Laiola;UNIÃO;PR
2617164-10;220652;Não;Delegado Palumbo;PODE;SP
2617164-10;220654;Não;Delegado Paulo Bilynskyj;PL;SP
2617164-10;220553;Sim;Denise Pessôa;PT;RS
2617164-10;160588;Não;Diego Andrade;PSD;MG
2617164-10;178929;Não;Diego Garcia;UNIÃO;PR
2617164-10;73768;Não;Dilceu Sperafico;PP;PR
2617164-10;220671;Sim;Dilvanda Faro;PT;PA
2617164-10;220602;Sim;Dimas Gadelha;PT;RJ
2617164-10;160758;Não;Domingos Sávio;PL;MG
2617164-10;227991;Não;Dr Flávio;PL;RJ
2617164-10;220614;Não;Dr. Daniel Soranz;PSD;RJ
2617164-10;220610;Não;Dr. Fernando Máximo;PL;RO
2617164-10;220688;Sim;Dr. Francisco;PT;PI
2617164-10;204518;Não;Dr. Frederico;PRD;MG
2617164-10;220570;Não;Dr. Ismael Alexandrino;PSD;GO
2617164-10;204481;Não;Dr. Jaziel;PL;CE
2617164-10;204351;Não;Dr. Luiz Ovando;PP;MS
2617164-10;220528;Sim;Dr. Victor Linhalis;PODE;ES
2617164-10;204412;Não;Dr. Zacharias Calil;MDB;GO
2617164-10;220686;Sim;Duarte Jr.;AVANTE;MA
2617164-10;220623;Sim;Duda Salabert;PSOL;MG
2617164-10;204541;Sim;Eduardo Bismarck;PV;CE
2617164-10;141421;Não;Eduardo da Fonte;PP;PE
2617164-10;220589;Não;Eduardo Velloso;SOLIDARIEDADE;AC
2617164-10;74075;Sim;Elcione Barbalho;MDB;PA
2617164-10;204364;Não;Eli Borges;REPUBLICANOS;TO
2617164-10;178854;Não;Elmar Nascimento;UNIÃO;BA
2617164-10;198783;Não;Emanuel Pinheiro Neto;PSD;MT
2617164-10;161550;Não;Emidinho Madeira;PL;MG
2617164-10;230765;Sim;Enfermeira Rejane;PCDOB;RJ
2617164-10;220663;Sim;Eriberto Medeiros;PSB;PE
2617164-10;160575;Sim;Erika Kokay;PT;DF
2617164-10;160640;Não;Eros Biondini;PL;MG
2617164-10;74454;Abstenção;Eunício Oliveira;MDB;CE
2617164-10;178871;Não;Evair Vieira de Melo;REPUBLICANOS;ES
2617164-10;178905;Não;Fabio Garcia;UNIÃO;MT
2617164-10;220681;Sim;Fábio Macedo;PODE;MA
2617164-10;204368;Não;Fabio Schiochet;UNIÃO;SC
2617164-10;220653;Não;Fábio Teruel;MDB;SP
2617164-10;220712;Não;Fausto Jr.;UNIÃO;AM
2617164-10;66828;Não;Fausto Pinato;UNIÃO;SP
2617164-10;220646;Não;Felipe Becari;PODE;SP
2617164-10;72442;Sim;Felipe Carreras;PSB;PE
2617164-10;204398;Não;Felipe Francischini;PODE;PR
2617164-10;160666;Sim;Félix Mendonça Júnior;PDT;BA
2617164-10;204407;Sim;Fernanda Melchionna;PSOL;RS
2617164-10;220656;Não;Fernanda Pessoa;PSD;CE
2617164-10;141431;Não;Fernando Coelho Filho;UNIÃO;PE
2617164-10;204445;Sim;Fernando Mineiro;PT;RN
2617164-10;92699;Não;Fernando Monteiro;PSD;PE
2617164-10;204427;Abstenção;Fernando Rodolfo;PRD;PE
2617164-10;220545;Não;Filipe Martins;PL;TO
2617164-10;191923;Sim;Flávio Nogueira;PT;PI
2617164-10;220700;Sim;Florentino Neto;PT;PI
2617164-10;220551;Não;Franciane Bayer;REPUBLICANOS;RS
2617164-10;204494;Não;Fred Costa;PRD;MG
2617164-10;220534;Sim;Fred Linhares;REPUBLICANOS;DF
2617164-10;224117;Não;Gabriel Mota;UNIÃO;RR
2617164-10;220708;Não;Gabriel Nunes;PSD;BA
2617164-10;204473;Não;General Girão;PL;RN
2617164-10;220611;Não;General Pazuello;PL;RJ
2617164-10;178966;Não;Geovania de Sá;REPUBLICANOS;SC
2617164-10;220702;Não;Geraldo Mendes;UNIÃO;PR
2617164-10;74374;Não;Geraldo Resende;UNIÃO;MS
2617164-10;204394;Sim;Gervásio Maia;PCDOB;PB
2617164-10;220529;Sim;Gilson Daniel;PODE;ES
2617164-10;204365;Não;Gilson Marques;NOVO;SC
2617164-10;160673;Não;Giovani Cherini;PL;RS
2617164-10;107283;Sim;Gleisi Hoffmann;PT;PR
2617164-10;220664;Não;Guilherme Uchoa;PSD;PE
2617164-10;220568;Não;Gustavo Gayer;PL;GO
2617164-10;204456;Não;Gutemberg Reis;MDB;RJ
2617164-10;178873;Sim;Helder Salomão;PT;ES
2617164-10;204444;Não;Helio Lopes;PL;RJ
2617164-10;234788;Sim;Heloísa Helena;REDE;RJ
2617164-10;220672;Não;Henderson Pinto;UNIÃO;PA
2617164-10;178884;Sim;Hildo Rocha;MDB;MA
2617164-10;141450;Não;Hugo Leal;PSD;RJ
2617164-10;220563;Sim;Icaro de Valmir;REPUBLICANOS;SE
2617164-10;204533;Sim;Idilvan Alencar;PSB;CE
2617164-10;204508;Não;Igor Timo;UNIÃO;MG
2617164-10;235620;Sim;Ilacir Bicalho;REPUBLICANOS;MG
2617164-10;74295;Sim;Inácio Arruda;PCDOB;CE
2617164-10;98615;Não;Ismael;PL;SC
2617164-10;220696;Sim;Ivoneide Caetano;PT;BA
2617164-10;220670;Não;Iza Arruda;MDB;PE
2617164-10;220527;Sim;Jack Rocha;PT;ES
2617164-10;74848;Sim;Jandira Feghali;PCDOB;RJ
2617164-10;220567;Não;Jeferson Rodrigues;PSDB;GO
2617164-10;74273;Não;Jefferson Campos;PL;SP
2617164-10;141456;Sim;Jilmar Tatto;PT;SP
2617164-10;235869;Sim;João Carlos;REPUBLICANOS;AM
2617164-10;141458;Sim;João Carlos Bacelar;PL;BA
2617164-10;230957;Não;João Cury;MDB;SP
2617164-10;178970;Sim;João Daniel;PT;SE
2617164-10;141459;Não;João Maia;PP;RN
2617164-10;178910;Não;Joaquim Passarinho;PL;PA
2617164-10;160548;Sim;Jonas Donizette;PSB;SP
2617164-10;235800;Não;Jorge Araújo;PP;BA
2617164-10;205550;Sim;Jorge Braz;REPUBLICANOS;RJ
2617164-10;214694;Sim;Jorge Goetten;REPUBLICANOS;SC
2617164-10;178857;Sim;Jorge Solla;PT;BA
2617164-10;204472;Não;José Medeiros;PL;MT
2617164-10;204391;Não;José Nelto;UNIÃO;GO
2617164-10;74554;Não;José Rocha;UNIÃO;BA
2617164-10;209189;Sim;Joseildo Ramos;PT;BA
2617164-10;220578;Sim;Josenildo;PDT;AP
2617164-10;220559;Não;Julia Zanatta;PL;SC
2617164-10;220640;Sim;Juliana Cardoso;PT;SP
2617164-10;66385;Não;Julio Arcoverde;PP;PI
2617164-10;74317;Não;Júlio Cesar;PSD;PI
2617164-10;204457;Não;Juninho do Pneu;PSDB;RJ
2617164-10;204520;Não;Junio Amaral;PL;MG
2617164-10;204497;Não;Júnior Ferrari;PSD;PA
2617164-10;204574;Não;Junior Lourenço;MDB;MA
2617164-10;220677;Não;Keniston Braga;MDB;PA
2617164-10;162067;Sim;Kiko Celeguim;PT;SP
2617164-10;204536;Não;Kim Kataguiri;MISSÃO;SP
2617164-10;98057;Não;Lafayette de Andrada;PL;MG
2617164-10;74856;Artigo 17;Laura Carneiro;PSD;RJ
2617164-10;178832;Não;Leandre;PSD;PR
2617164-10;80815;Sim;Leo Prates;REPUBLICANOS;BA
2617164-10;74156;Sim;Leonardo Monteiro;PT;MG
2617164-10;92102;Não;Leur Lomanto Júnior;UNIÃO;BA
2617164-10;139285;Sim;Lídice da Mata;PSB;BA
2617164-10;74585;Não;Lincoln Portela;PL;MG
2617164-10;74858;Sim;Lindbergh Farias;PT;RJ
2617164-10;220662;Sim;Lucas Ramos;PSB;PE
2617164-10;204404;Não;Lucas Redecker;PSD;RS
2617164-10;220581;Não;Luciano Amaral;PSD;AL
2617164-10;74478;Sim;Luciano Bivar;MDB;PE
2617164-10;178931;Sim;Luciano Ducci;PSB;PR
2617164-10;220616;Sim;Luciano Vieira;PSDB;RJ
2617164-10;178954;Não;Lucio Mosquini;PL;RO
2617164-10;141485;Não;Luiz Carlos Busato;UNIÃO;RS
2617164-10;73778;Não;Luiz Carlos Hauly;PODE;PR
2617164-10;204485;Não;Luiz Carlos Motta;PL;SP
2617164-10;74041;Sim;Luiz Couto;PT;PB
2617164-10;141487;Não;Luiz Fernando Faria;UNIÃO;MG
2617164-10;220658;Não;Luiz Gastão;PSD;CE
2617164-10;204455;Não;Luiz Lima;NOVO;RJ
2617164-10;162332;Não;Luiz Nishimori;PSD;PR
2617164-10;204526;Não;Luiz Philippe de Orleans e Bragança;PL;SP
2617164-10;74784;Sim;Luiza Erundina;PSOL;SP
2617164-10;220669;Não;Lula da Fonte;PP;PE
2617164-10;166402;Não;Magda Mofatto;PL;GO
2617164-10;156190;Não;Marcel van Hattem;NOVO;RS
2617164-10;179000;Não;Marcelo Álvaro Antônio;PL;MG
2617164-10;220599;Sim;Marcelo Crivella;REPUBLICANOS;RJ
2617164-10;133810;Não;Marcelo Moraes;PL;RS
2617164-10;160161;Não;Marcelo Queiroz;PSDB;RJ
2617164-10;179001;Sim;Márcio Biolchi;MDB;RS
2617164-10;81055;Sim;Márcio Jerry;PCDOB;MA
2617164-10;150418;Sim;Márcio Marinho;REPUBLICANOS;BA
2617164-10;160535;Sim;Marcon;PT;RS
2617164-10;204506;Sim;Marcos Pereira;REPUBLICANOS;SP
2617164-10;220547;Não;Marcos Pollon;PL;MS
2617164-10;220604;Sim;Marcos Tavares;PDT;RJ
2617164-10;220668;Sim;Maria Arraes;PSB;PE
2617164-10;74398;Sim;Maria do Rosário;PT;RS
2617164-10;204540;Não;Maria Rosas;REPUBLICANOS;SP
2617164-10;220637;Sim;Marina Silva;REDE;SP
2617164-10;220655;Não;Mario Frias;PL;SP
2617164-10;178858;Sim;Mário Negromonte Jr.;PSB;BA
2617164-10;178843;Não;Marx Beltrão;UNIÃO;AL
2617164-10;220661;Não;Matheus Noronha;PL;CE
2617164-10;220628;Não;Mauricio do Vôlei;PL;MG
2617164-10;220550;Não;Mauricio Marcon;PL;RS
2617164-10;220647;Não;Mauricio Neves;PP;SP
2617164-10;204486;Sim;Mauro Benevides Filho;UNIÃO;CE
2617164-10;220607;Não;Max Lemos;PDT;RJ
2617164-10;220591;Sim;Meire Serafim;UNIÃO;AC
2617164-10;74428;Não;Mendonça Filho;PL;PE
2617164-10;188097;Sim;Merlong Solano;PT;PI
2617164-10;220585;Não;Mersinho Lucena;PSD;PB
2617164-10;220530;Não;Messias Donato;UNIÃO;ES
2617164-10;171786;Sim;Miguel Ângelo;PT;MG
2617164-10;178985;Não;Miguel Lombardi;PL;SP
2617164-10;154178;Sim;Milton Vieira;REPUBLICANOS;SP
2617164-10;160561;Não;Missionário José Olimpio;PL;SP
2617164-10;178997;Não;Moses Rodrigues;UNIÃO;CE
2617164-10;220617;Não;Murillo Gouvea;PSDB;RJ
2617164-10;220584;Sim;Murilo Galdino;REPUBLICANOS;PB
2617164-10;204453;Sim;Natália Bonavides;PT;RN
2617164-10;220622;Sim;Nely Aquino;PODE;MG
2617164-10;220703;Sim;Neto Carletto;AVANTE;BA
2617164-10;209787;Não;Nikolas Ferreira;PL;MG
2617164-10;178986;Sim;Nilto Tatto;PT;SP
2617164-10;74159;Sim;Odair Cunha;PT;MG
2617164-10;178987;Sim;Orlando Silva;PCDOB;SP
2617164-10;204441;Não;Otoni de Paula;PSD;RJ
2617164-10;160556;Sim;Padre João;PT;MG
2617164-10;180214;Não;Pastor Diniz;UNIÃO;RR
2617164-10;160642;Não;Pastor Eurico;PSDB;PE
2617164-10;204570;Não;Pastor Gil;PL;MA
2617164-10;204553;Sim;Pastor Sargento Isidório;AVANTE;BA
2617164-10;74160;Sim;Patrus Ananias;PT;MG
2617164-10;171617;Sim;Paulão;PT;AL
2617164-10;141516;Não;Paulo Abi-Ackel;PSDB;MG
2617164-10;220650;Não;Paulo Alexandre Barbosa;PSDB;SP
2617164-10;178860;Não;Paulo Azi;UNIÃO;BA
2617164-10;233592;Sim;Paulo Lemos;PT;AP
2617164-10;74574;Não;Paulo Magalhães;PSD;BA
2617164-10;128760;Não;Paulo Marinho Jr;PL;MA
2617164-10;74400;Sim;Paulo Pimenta;PT;RS
2617164-10;141488;Sim;Paulo Teixeira;PT;SP
2617164-10;220630;Não;Pedro Aihara;PP;MG
2617164-10;220667;Sim;Pedro Campos;PSB;PE
2617164-10;204395;Não;Pedro Lupion;REPUBLICANOS;PR
2617164-10;122158;Não;Pedro Paulo;PSD;RJ
2617164-10;160604;Sim;Pedro Uczai;PT;SC
2617164-10;204406;Não;Pedro Westphalen;PP;RS
2617164-10;161440;Não;Pezenti;MDB;SC
2617164-10;73486;Sim;Pompeo de Mattos;PDT;RS
2617164-10;160601;Não;Pr. Marco Feliciano;PL;SP
2617164-10;220533;Sim;Prof. Reginaldo Veras;PV;DF
2617164-10;204390;Não;Professor Alcides;PSDB;GO
2617164-10;221338;Sim;Professora Luciene Cavalcante;PSOL;SP
2617164-10;160641;Sim;Professora Marcivania;PCDOB;AP
2617164-10;220586;Sim;Rafael Brito;MDB;AL
2617164-10;220532;Não;Rafael Prudente;MDB;DF
2617164-10;74084;Não;Raimundo Santos;PSD;PA
2617164-10;220606;Sim;Reimont;PT;RJ
2617164-10;178989;Não;Renata Abreu;PODE;SP
2617164-10;153423;Não;Renilce Nicodemos;MDB;PA
2617164-10;73801;Sim;Renildo Calheiros;PCDOB;PE
2617164-10;175765;Não;Ribamar Silva;PODE;SP
2617164-10;235088;Sim;Ribeiro Neto;SOLIDARIEDADE;MA
2617164-10;221329;Não;Ricardo Abrão;PSDB;RJ
2617164-10;220543;Sim;Ricardo Ayres;REPUBLICANOS;TO
2617164-10;73788;Não;Ricardo Barros;PP;PR
2617164-10;204362;Não;Ricardo Guidi;PL;SC
2617164-10;220694;Sim;Ricardo Maia;MDB;BA
2617164-10;220633;Não;Ricardo Salles;NOVO;SP
2617164-10;204489;Sim;Robério Monteiro;PSB;CE
2617164-10;220693;Não;Roberta Roma;PL;BA
2617164-10;220588;Não;Roberto Duarte;REPUBLICANOS;AC
2617164-10;220613;Não;Roberto Monteiro Pai;PL;RJ
2617164-10;220624;Sim;Robinson Faria;PP;RN
2617164-10;220546;Não;Rodolfo Nogueira;PL;MS
2617164-10;230767;Não;Rodrigo da Zaeli;PL;MT
2617164-10;141531;Não;Rodrigo de Castro;UNIÃO;MG
2617164-10;220641;Não;Rodrigo Gambale;PODE;SP
2617164-10;141533;Sim;Rodrigo Rollemberg;PSB;DF
2617164-10;165470;Não;Rodrigo Valadares;PL;SE
2617164-10;220695;Sim;Rogéria Santos;REPUBLICANOS;BA
2617164-10;204480;Sim;Rogério Correia;PT;MG
2617164-10;160629;Abstenção;Romero Rodrigues;PODE;PB
2617164-10;204525;Não;Rosana Valle;PL;SP
2617164-10;178945;Sim;Rosangela Gomes;REPUBLICANOS;RJ
2617164-10;220644;Não;Rosangela Moro;PL;SP
2617164-10;178887;Sim;Rubens Pereira Júnior;PT;MA
2617164-10;73604;Sim;Rui Falcão;PT;SP
2617164-10;204535;Sim;Sâmia Bomfim;PSOL;SP
2617164-10;220631;Não;Samuel Viana;UNIÃO;MG
2617164-10;204416;Não;Sanderson;PL;RS
2617164-10;160621;Não;Sandro Alex;PSD;PR
2617164-10;204387;Não;Sargento Fahur;PL;PR
2617164-10;220621;Não;Sargento Gonçalves;PL;RN
2617164-10;220618;Não;Sargento Portugal;PODE;RJ
2617164-10;220713;Sim;Saullo Vianna;MDB;AM
2617164-10;73808;Não;Sérgio Brito;PSD;BA
2617164-10;178933;Não;Sergio Souza;MDB;PR
2617164-10;235776;Não;Sérgio Turra;PP;RS
2617164-10;204557;Não;Sidney Leite;PSD;AM
2617164-10;204360;Não;Silvia Cristina;PP;RO
2617164-10;227310;Não;Silvio Antonio;PL;MA
2617164-10;220569;Não;Silvye Alves;UNIÃO;GO
2617164-10;104552;Sim;Socorro Neri;PP;AC
2617164-10;220643;Sim;Sônia Guajajara;PSOL;SP
2617164-10;178946;Não;Soraya Santos;PL;RJ
2617164-10;92776;Não;Stefano Aguiar;PSD;MG
2617164-10;204534;Sim;Tabata Amaral;PSB;SP
2617164-10;220682;Sim;Tadeu Veneri;PT;PR
2617164-10;204464;Sim;Talíria Petrone;PSOL;RJ
2617164-10;220597;Não;Thiago Flores;UNIÃO;RO
2617164-10;143084;Não;Tiago Dimas;PODE;TO
2617164-10;220684;Não;Tião Medeiros;PP;PR
2617164-10;160976;Não;Tiririca;PSD;SP
2617164-10;178934;Não;Toninho Wandscheer;PP;PR
2617164-10;157130;Sim;Túlio Gadêlha;PSD;PE
2617164-10;74376;Sim;Vander Loubet;PT;MS
2617164-10;234673;Não;Vanderlan Alves;SOLIDARIEDADE;CE
2617164-10;235712;Sim;Vavá;AVANTE;MG
2617164-10;141555;Não;Vinicius Carvalho;PL;SP
2617164-10;178992;Não;Vitor Lippi;PSD;SP
2617164-10;91228;Sim;Waldemar Oliveira;AVANTE;PE
2617164-10;160569;Sim;Waldenor Pereira;PT;BA
2617164-10;74043;Não;Wellington Roberto;PSD;PB
2617164-10;224333;Sim;Welter;PT;PR
2617164-10;220660;Não;Yury do Paredão;MDB;CE
2617164-10;230768;Não;Zé Adriano;PP;AC
2617164-10;220536;Não;Zé Haroldo Cathedral;UNIÃO;RR
2617164-10;204559;Sim;Zé Neto;PT;BA
2617164-10;160632;Não;Zé Silva;UNIÃO;MG
2617164-10;220558;Não;Zé Trovão;PL;SC
2617164-10;220592;Não;Zezinho Barbary;PP;AC
2617164-10;220552;Não;Zucco;PL;RS
2618104-8;204379;Sim;Acácio Favacho;MDB;AP
2618104-8;220714;Sim;Adail Filho;MDB;AM
2618104-8;221328;Sim;Adilson Barroso;PL;SP
