idvotacao;proposicao_id;proposicao_uri;proposicao_titulo;proposicao_ementa;proposicao_siglatipo;proposicao_numero;proposicao_ano;__reason
2579832-143;2586570;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586570;EMP 35 => PL 5582/2025;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e as Leis nº 7.210, de 11 de julho de 1984; nº 13.260, de 16 de março de 2016; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; nº 11.343, de 23 de agosto de 2006; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”";EMP;35;;fk_missing:proposicao_id
2579832-143;2586571;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586571;EMP 36 => PL 5582/2025;EMENDA AO PL 5582 QUE Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;36;;fk_missing:proposicao_id
2579832-143;2586572;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586572;DTQ 27 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;27;;fk_missing:proposicao_id
2579832-143;2586573;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586573;RPD 55 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;55;;fk_missing:proposicao_id
2579832-143;2586574;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586574;DTQ 28 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;28;;fk_missing:proposicao_id
2579832-143;2586575;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586575;RPD 56 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;56;;fk_missing:proposicao_id
2579832-143;2586576;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586576;RPD 57 => PL 5582/2025;Requerimento Procedimental Genérico - PL 5582/2025;RPD;57;;fk_missing:proposicao_id
2579832-143;2586582;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586582;RPD 58 => PL 5582/2025;Requerimento Procedimental Genérico - PL 5582/2025;RPD;58;;fk_missing:proposicao_id
2579832-143;2586583;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586583;DTQ 29 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;29;;fk_missing:proposicao_id
2579832-143;2586584;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586584;RPD 59 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;59;;fk_missing:proposicao_id
2579832-143;2586588;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586588;PRLE 1 => PL 5582/2025;Parecer às emendas de Plenário;PRLE;1;;fk_missing:proposicao_id
2579832-143;2586593;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586593;PEP 1 => PL 5582/2025;Parecer às Emendas de Plenário proferido pelo Relator, Dep. Guilherme Derrite (PP-SP) pela: • Comissão de Segurança Pública e Combate ao Crime Organizado, que conclui pela rejeição de todas as Emendas de Plenário. • Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa de todas as Emendas de Plenário.;PEP;1;;fk_missing:proposicao_id
2579832-143;2586594;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586594;DTQ 30 => PL 5582/2025;Destaque de Preferência - PL 5582/2025;DTQ;30;;fk_missing:proposicao_id
2579832-143;2586595;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586595;RPD 60 => PL 5582/2025;Requerimento Procedimental Genérico - PL 5582/2025;RPD;60;;fk_missing:proposicao_id
2579832-143;2586596;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586596;RPD 61 => PL 5582/2025;Requerimento Procedimental Genérico;RPD;61;;fk_missing:proposicao_id
2579832-143;2586597;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586597;RPD 62 => PL 5582/2025;Requerimento para Retirada de Tramitação de RPD/DTQ - PL 5582/2025;RPD;62;;fk_missing:proposicao_id
2579832-143;2586601;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586601;RPD 63 => PL 5582/2025;Requerimento Procedimental Genérico - PL 5582/2025;RPD;63;;fk_missing:proposicao_id
2579832-143;2586602;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2586602;RPD 64 => PL 5582/2025;Requerimento para Retirada de Tramitação de RPD/DTQ - DTQ 26 => PL 5582/2025;RPD;64;;fk_missing:proposicao_id
2579832-143;2590144;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2590144;RDF 1 => PL 5582/2025;Redação Final ao PL 5582/2025;RDF;1;;fk_missing:proposicao_id
2579832-147;2581369;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2581369;REQ 4666/2025;Requer que seja apensado o Projeto de Lei nº 5.582, de 2025, de autoria do Poder Executivo, ao Projeto de Lei nº 1.283, de 2025, de autoria do Dep. Danilo Forte.;REQ;4666;2025;fk_missing:proposicao_id
2579832-147;2583051;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583051;PRLP 1 => PL 5582/2025;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e as Leis nº 7.210, de 11 de julho de 1984; nº 13.260, de 16 de março de 2016; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; nº 11.343, de 23 de agosto de 2006; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”.";PRLP;1;;fk_missing:proposicao_id
2579832-147;2583123;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583123;REQ 4730/2025;Requer que sejam apensados o PL 5558/2025, de minha autoria, e o PL 5582/2025, de autoria do Poder Executivo.;REQ;4730;2025;fk_missing:proposicao_id
2579832-147;2583386;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583386;PRLP 2 => PL 5582/2025;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, a Lei Complementar nº 64, de 18 de maio de 1990 e as Leis nº 7.210, de 11 de julho de 1984; nº 13.260, de 16 de março de 2016; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; nº 11.343, de 23 de agosto de 2006; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”.";PRLP;2;;fk_missing:proposicao_id
2579832-147;2583522;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583522;EMP 1 => PL 5582/2025;Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;1;;fk_missing:proposicao_id
2579832-147;2583555;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583555;EMP 2 => PL 5582/2025;Inclui Artigo que faz com que condenados iniciem a pena em regime fechado, quando enquadrados no âmbito da lei 5.582 de 2025, que altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;2;;fk_missing:proposicao_id
2579832-147;2583556;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583556;EMP 3 => PL 5582/2025;Altera o art 11 do Pl 5.582 de 2025 que Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;3;;fk_missing:proposicao_id
2579832-147;2583621;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583621;EMP 4 => PL 5582/2025;Constitui crime financiar, promover, realizar, difundir ou fazer apologia pública de facção criminosa, milícia privada, organização criminosa equiparada ou de seus integrantes, inclusive por meio de obras artísticas, eventos, redes sociais, plataformas digitais, produções audiovisuais ou quaisquer meios de comunicação.;EMP;4;;fk_missing:proposicao_id
2579832-147;2583817;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583817;EMP 5 => PL 5582/2025;Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;5;;fk_missing:proposicao_id
2579832-147;2583850;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583850;EMP 6 => PL 5582/2025;"SUBSTITUTIVO AO PROJETO DE LEI Nº 5.582, DE 2025: Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e as Leis nº 7.210, de 11 de julho de 1984; nº 13.260, de 16 de março de 2016; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; nº 11.343, de 23 de agosto de 2006; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”.";EMP;6;;fk_missing:proposicao_id
2579832-147;2583853;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583853;DTQ 1 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;1;;fk_missing:proposicao_id
2579832-147;2583854;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583854;RPD 1 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;1;;fk_missing:proposicao_id
2579832-147;2583976;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583976;EMP 7 => PL 5582/2025;Inclui dispositivo para tratar adequadamente indivíduos, grupos, organizações ou movimentos sociais que pratiquem crimes com o intuito de se beneficiarem de políticas públicas.;EMP;7;;fk_missing:proposicao_id
2579832-147;2583987;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2583987;PRLP 3 => PL 5582/2025;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, a Lei Complementar nº 64, de 18 de maio de 1990 e as Leis nº 7.210, de 11 de julho de 1984; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”.";PRLP;3;;fk_missing:proposicao_id
2579832-147;2584486;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584486;EMP 8 => PL 5582/2025;Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;8;;fk_missing:proposicao_id
2579832-147;2584554;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584554;EMP 9 => PL 5582/2025;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e as Leis nº 7.210, de 11 de julho de 1984; nº 13.260, de 16 de março de 2016; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; nº 11.343, de 23 de agosto de 2006; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”.";EMP;9;;fk_missing:proposicao_id
2579832-147;2584558;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584558;RPD 2 => PL 5582/2025;Requerimento Procedimental Genérico - PL 5582/2025;RPD;2;;fk_missing:proposicao_id
2579832-147;2584559;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584559;DTQ 2 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;2;;fk_missing:proposicao_id
2579832-147;2584560;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584560;RPD 3 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;3;;fk_missing:proposicao_id
2579832-147;2584561;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584561;EMP 10 => PL 5582/2025;Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;10;;fk_missing:proposicao_id
2579832-147;2584585;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584585;EMP 11 => PL 5582/2025;Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;11;;fk_missing:proposicao_id
2579832-147;2584587;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584587;EMP 12 => PL 5582/2025;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e as Leis nº 7.210, de 11 de julho de 1984; nº 13.260, de 16 de março de 2016; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; nº 11.343, de 23 de agosto de 2006; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”";EMP;12;;fk_missing:proposicao_id
2579832-147;2584588;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584588;EMP 13 => PL 5582/2025;"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e as Leis nº 7.210, de 11 de julho de 1984; nº 13.260, de 16 de março de 2016; nº 12.850, de 2 de agosto de 2013; nº 8.072, de 25 de julho de 1990; nº 11.343, de 23 de agosto de 2006; e nº 10.826, de 22 de dezembro de 2003, para criar o “Marco Legal do Combate ao Crime Organizado no Brasil”";EMP;13;;fk_missing:proposicao_id
2579832-147;2584599;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584599;DTQ 3 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;3;;fk_missing:proposicao_id
2579832-147;2584600;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584600;RPD 4 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;4;;fk_missing:proposicao_id
2579832-147;2584601;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584601;DTQ 4 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;4;;fk_missing:proposicao_id
2579832-147;2584602;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584602;RPD 5 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;5;;fk_missing:proposicao_id
2579832-147;2584603;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584603;DTQ 5 => PL 5582/2025;Destaque de Emenda - PL 5582/2025;DTQ;5;;fk_missing:proposicao_id
2579832-147;2584604;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584604;RPD 6 => PL 5582/2025;Votação Nominal do Destaque de Emenda - PL 5582/2025-Destaque de Emenda - PL 5582/2025;RPD;6;;fk_missing:proposicao_id
2579832-147;2584641;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584641;EMP 14 => PL 5582/2025;Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;14;;fk_missing:proposicao_id
2579832-147;2584643;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584643;DTQ 6 => PL 5582/2025;Destaque de Preferência - PL 5582/2025;DTQ;6;;fk_missing:proposicao_id
2579832-147;2584644;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584644;RPD 7 => PL 5582/2025;Votação Nominal do Destaque de Preferência - PL 5582/2025-Destaque de Preferência - PL 5582/2025;RPD;7;;fk_missing:proposicao_id
2579832-147;2584656;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584656;DTQ 7 => PL 5582/2025;Destaque de Preferência - PL 5582/2025;DTQ;7;;fk_missing:proposicao_id
2579832-147;2584657;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584657;RPD 8 => PL 5582/2025;Votação Nominal do Destaque de Preferência - PL 5582/2025-Destaque de Preferência - PL 5582/2025;RPD;8;;fk_missing:proposicao_id
2579832-147;2584671;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584671;DTQ 8 => PL 5582/2025;Destaque de Preferência - PL 5582/2025;DTQ;8;;fk_missing:proposicao_id
2579832-147;2584672;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584672;DTQ 9 => PL 5582/2025;Destaque para Votação em Separado - PL 5582/2025;DTQ;9;;fk_missing:proposicao_id
2579832-147;2584673;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584673;RPD 9 => PL 5582/2025;Votação Nominal do Destaque de Preferência - PL 5582/2025-Destaque de Preferência - PL 5582/2025;RPD;9;;fk_missing:proposicao_id
2579832-147;2584674;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584674;RPD 10 => PL 5582/2025;Votação Nominal do Destaque para Votação em Separado - PL 5582/2025-Destaque para Votação em Separado - PL 5582/2025;RPD;10;;fk_missing:proposicao_id
2579832-147;2584678;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584678;RPD 11 => PL 5582/2025;Requerimento para Retirada de Tramitação de RPD/DTQ - PL 5582/2025;RPD;11;;fk_missing:proposicao_id
2579832-147;2584685;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584685;DTQ 10 => PL 5582/2025;Destaque de Preferência - PL 5582/2025;DTQ;10;;fk_missing:proposicao_id
2579832-147;2584686;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584686;RPD 12 => PL 5582/2025;Votação Nominal do Destaque de Preferência - PL 5582/2025-Destaque de Preferência - PL 5582/2025;RPD;12;;fk_missing:proposicao_id
2579832-147;2584694;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584694;RPD 13 => PL 5582/2025;Requerimento para Retirada de Tramitação de RPD/DTQ - PL 5582/2025;RPD;13;;fk_missing:proposicao_id
2579832-147;2584695;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584695;DTQ 11 => PL 5582/2025;Destaque de Preferência - PL 5582/2025;DTQ;11;;fk_missing:proposicao_id
2579832-147;2584696;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584696;RPD 14 => PL 5582/2025;Votação Nominal do Destaque de Preferência - PL 5582/2025-Destaque de Preferência - PL 5582/2025;RPD;14;;fk_missing:proposicao_id
2579832-147;2584698;https://dadosabertos.camara.leg.br/api/v2/proposicoes/2584698;EMP 15 => PL 5582/2025;Altera a Lei nº 12.850, de 2 de agosto de 2013, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 – Código Penal, o Decreto-Lei nº 3.689, de 3 de outubro de 1941 – Código de Processo Penal, a Lei nº 8.072, de 25 de julho de 1990, a Lei nº 7.960, de 21 de dezembro de 1989, e a Lei nº 7.210, de 11 de julho de 1984, para dispor sobre o combate às organizações criminosas no País.;EMP;15;;fk_missing:proposicao_id
